Content Manifest for Depot 250833

Manifest ID / date     : 8084172187417437723 / 10/05/2023 23:01:10
Total number of files  : 115
Total number of chunks : 273
Total bytes on disk    : 206963956
Total bytes compressed : 86815216

          Size Chunks File SHA                                 Flags Name
      43750240     42 50B3212F534DB3D5B0C7230D2BFA620AE2275920     0 tools/steamvr_environments/game/bin/win64/OpenImageDenoise.dll
         73728      1 34F9754A419CF0D6ECC2151C87F200C26DD3164F     0 tools/steamvr_environments/game/bin/win64/QtAssistantClient4.dll
       3648000      4 6B74B2AB285B94B9F0C0E1F6C9CFED48AB9B90C2     0 tools/steamvr_environments/game/bin/win64/QtCore4.dll
      11631616     12 D3A3B9A3185BA2BF7843050945BD354FE1FABA0B     0 tools/steamvr_environments/game/bin/win64/QtGui4.dll
        837632      1 D7358F55576D157FCCE13CB9CFD578CEC883263C     0 tools/steamvr_environments/game/bin/win64/QtHelp4.dll
        295936      1 5E792122E972607DF3900A44F8CA39E8E5055E28     0 tools/steamvr_environments/game/bin/win64/QtMultimedia4.dll
       1408512      2 CDB35E006100A83211E19C48FF5735DEE537758E     0 tools/steamvr_environments/game/bin/win64/QtNetwork4.dll
        378368      1 CDAC5178C444B85EBDDB0E1464F955E108752C97     0 tools/steamvr_environments/game/bin/win64/QtSql4.dll
        535040      1 975BD8A405E88874C40CCB8F136BB2B3809F8D53     0 tools/steamvr_environments/game/bin/win64/QtSvg4.dll
        314880      1 915FCF3C0C9391DDE581C0A23FA27ACE8C2D45A9     0 tools/steamvr_environments/game/bin/win64/QtTest4.dll
      15001600     15 7DD2F57F5C43FBA7DD38BC346EA811A03948F30D     0 tools/steamvr_environments/game/bin/win64/QtWebKit4.dll
        629248      1 F5AAE3AC48C436928B293A975E81C2F386334BE6     0 tools/steamvr_environments/game/bin/win64/QtXml4.dll
       1012072      1 C05F047078CE8B8F52BDBB1E623763523153FF86     0 tools/steamvr_environments/game/bin/win64/assetbrowser.dll
       2846056      3 8FEAD5D6EE92D7C2D719C7F21D7E7A7E29D5A77F     0 tools/steamvr_environments/game/bin/win64/assetsystem.dll
       1297768      2 F2DF2AB0098DE57E18605B04C0F93922E8DC3588     0 tools/steamvr_environments/game/bin/win64/dmxconvert.exe
       1418240      2 D1CC730F23D2B2F8567555D0C09A36DFD01E45C9     0 tools/steamvr_environments/game/bin/win64/ispc_texcomp.dll
        522752      1 D542CE27C7AAF3651037AB98E32064A2318FB1CD     0 tools/steamvr_environments/game/bin/win64/libcurl.dll
       6879592      7 D804E8A604E831D22403D454B712998D3D84DDD8     0 tools/steamvr_environments/game/bin/win64/modeldoc_utils.dll
