Content Manifest for Depot 250832

Manifest ID / date     : 710963398945632302 / 05/28/2024 01:08:54
Total number of files  : 62
Total number of chunks : 386
Total bytes on disk    : 365728334
Total bytes compressed : 216860464

          Size Chunks File SHA                                 Flags Name
         84104      1 17F3C133B5C62E6E2BBB0280E038912414412579     0 tools/steamvr_environments/game/bin/linuxsteamrt64/fltlnx64.flt
       1367544      2 580DCB36F456B4857089FDE84C25F735C41CE79C     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libSDL2-2.0.so.0
       3394936      4 F2C96400C84FAF815E2E5F85D237A1904F6046EC     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libanimationsystem.so
       4807272      5 529843794888F437EE4284873A0A5FA32B4D3086     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libavcodec.so.57
        575984      1 1213B14F27AC1DFA5A3225B816FAA667B0A153AD     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libavformat.so.57
        129496      1 9EFEB7FE501A03BBF00C9985B135CC92FA9A383B     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libavresample.so.3
        453632      1 F5814B54B1C7275560F81D8BCCD4E50BFD5CB9C0     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libavutil.so.55
       8673328      9 A91ED8D91225EAEE72AD708F4D7EBD314A94BB56     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libengine2.so
        364264      1 118B4DA026B8270E7913755A2CE588D5F25E29A8     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libfilesystem_stdio.so
       2979160      3 9389EC667583A548A44F508DB18F2A679F8C2FA8     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libicui18n.so
       1916104      2 94E8EB722A8A165A352B67BD8E17EBB262037D69     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libicuuc.so
        178964      1 A14B9C3D8BAB774341C9027CB393EB09ABAC035D     0 tools/steamvr_environments/game/bin/linuxsteamrt64/libinputsystem.so
