Content Manifest for Depot 250827

Manifest ID / date     : 2950592113021695594 / 05/24/2024 22:48:07
Total number of files  : 238
Total number of chunks : 238
Total bytes on disk    : 4820078
Total bytes compressed : 3065568

          Size Chunks File SHA                                 Flags Name
           118      1 48350DD4F03E341FC66096E2789EE7E19C4F6FDB     0 drivers/htc/driver.vrdrivermanifest
             0      0 0000000000000000000000000000000000000000    64 drivers/htc/resources
          4899      1 A5CEAF8DB75055BD3C6D8D13E2521594FF43ED8D     0 drivers/htc/resources/driver.vrresources
             0      0 0000000000000000000000000000000000000000    64 drivers/htc/resources/firmware
           808      1 8B9DD3A373E209E9B0C56926F929363E1BC412B8     0 drivers/htc/resources/firmware/manifest.vrfirmware
             0      0 0000000000000000000000000000000000000000    64 drivers/htc/resources/firmware/vr_neo_tracker
        135180      1 70EE1389E6F92A26E4136CB8F54CAE0A7778B8B6     0 drivers/htc/resources/firmware/vr_neo_tracker/htc_pre_vrc_watchman_262_fpga.bin
         18261      1 DE8977BF05225E5400A27F5A4362A361471A35B8     0 drivers/htc/resources/firmware/vr_neo_tracker/htc_vrc_dongle_1461100729_2016_04_19.bin
         16496      1 0C6AEBF59E476D793F10CF146505878D9AEA4EB0     0 drivers/htc/resources/firmware/vr_neo_tracker/htc_vrc_module_1466630404_2016_06_22.bin
         16472      1 C1820D7DEC91FEC6D168EF4B31047CD7011C22B7     0 drivers/htc/resources/firmware/vr_neo_tracker/htc_vrc_module_1497924533_2017_06_20.bin
         58744      1 EAA8BF1FC99784DBFF1BED7761B72A39AD1FFEB7     0 drivers/htc/resources/firmware/vr_neo_tracker/vr_neo_tracker_0002000000000014.bin
         58752      1 D8AFCB89B25C2B3C96226CBF0E016348E083D2C7     0 drivers/htc/resources/firmware/vr_neo_tracker/vr_neo_tracker_0002000000000015.bin
         58824      1 D9895C3148D987D755954CF73708394E15CFFB9E     0 drivers/htc/resources/firmware/vr_neo_tracker/vr_neo_tracker_0002000000000017.bin
         58824      1 EC24A7B14C7632E3609EF2141BE1E4D05994A1DB     0 drivers/htc/resources/firmware/vr_neo_tracker/vr_neo_tracker_0002000000000018.bin
         58940      1 F90850FE2831819B7E6746BF3C49F5E286CFD92E     0 drivers/htc/resources/firmware/vr_neo_tracker/vr_neo_tracker_0002000000000020.bin
             0      0 0000000000000000000000000000000000000000    64 drivers/htc/resources/icons
          1312      1 1C4B00C95E73FC8C28B5B1B3F7D00082982FA2A9     0 drivers/htc/resources/icons/base_status_error.b4bfb144.png
          3094      1 B2639D9E3576364B88516DFD4AACE03FF0F11355     0 drivers/htc/resources/icons/base_status_error.png
          3161      1 0B616149C698A56B441D1B347739C1C9341FA182     0 drivers/htc/resources/icons/base_status_error@2x.b4bfb144.png
          3580      1 405FC37108ACE8F5E72CB20AE2229AA80151A9CB     0 drivers/htc/resources/icons/base_status_error@2x.png
           557      1 8BB797A0A34EABB2DAE01543F4EC28728D9D6962     0 drivers/htc/resources/icons/base_status_off.6e6c89c9.png
          2738      1 CAAB26BA70398A3DBE3981A8D26270FB8FF9A8AB     0 drivers/htc/resources/icons/base_status_off.png
           755      1 BDD6367F288F6A13A09E55C7C718AD9333D8A0A3     0 drivers/htc/resources/icons/base_status_off@2x.6e6c89c9.png
          3991      1 562231E12AF31E3826ADB4820B50E1E8559CC686     0 drivers/htc/resources/icons/base_status_off@2x.png
           903      1 9B4BD6177F6FC463D0E29DE150E40C493FC99D62     0 drivers/htc/resources/icons/base_status_ready.b4bfb144.png
          2182      1 F9EEF2C48009EDB96ACF288CEE43A53C4777AF40     0 drivers/htc/resources/icons/base_status_ready.png
          2086      1 3EC31BBDD23DA66557CF0AF872821C822D8B8F63     0 drivers/htc/resources/icons/base_status_ready@2x.b4bfb144.png
          2509      1 33C323EC19D9FE05DC021644FB6F235D9EE8A3DB     0 drivers/htc/resources/icons/base_status_ready@2x.png
          1280      1 BB7B937B604BC4A47ACAC62BEE72F7CE2F12B4C9     0 drivers/htc/resources/icons/base_status_ready_alert.b4bfb144.png
