Content Manifest for Depot 250834 

Manifest ID / date     : 1405614598448177441 / 11/19/2024 02:58:40 
Total number of files  : 145 
Total number of chunks : 163 
Total bytes on disk    : 57865237 
Total bytes compressed : 19332832 


          Size Chunks File SHA                                 Flags Name
           122      1 9f1d3c4d644a32e27e7bbe6af6f91d80579e5640     0 drivers/deckard/driver.vrdrivermanifest
         12338      1 a83668b8b5a8425017ada70de834a519c8835e6d     0 drivers/deckard/resources/deckard_bindings.svg
           948      1 e604be1c0744123da5379f1c68015449d4f99c3e     0 drivers/deckard/resources/input_profile.json
          2463      1 6621e96adb7a0980ede57a691555a2a7274d25c8     0 drivers/deckard/resources/vrcompositor_bindings_deckard.json
           118      1 9bad003bd8bcdd54e492f959d9fc0d0ee30f2ae8     0 drivers/roy/driver.vrdrivermanifest
             0      0 0000000000000000000000000000000000000000    40 drivers/roy/resources
             0      0 0000000000000000000000000000000000000000    40 drivers/roy/resources/input
         12932      1 9c1c47b279f28a150d16a728114f8c1ad28d5533     0 drivers/roy/resources/input/google_earth_legacy_bindings_roy_controller.json
         11913      1 f80cecf6cb820c132b05c8d55b45485b1327d231     0 drivers/roy/resources/input/in_death_legacy_bindings_roy_controller.json
         12802      1 96b32f0e1c05131d5edaeb6a2a556eb68a4c3fee     0 drivers/roy/resources/input/legacy_bindings_roy_controller.json
          3243      1 1395c9337b059ff2ba6cb48fa653145114a85dcf     0 drivers/roy/resources/input/roy_controller_profile.json
          4242      1 80771c2f45dd604b388c547f61b4e0895d623eb9     0 drivers/roy/resources/input/roy_controller_remapping.json
             0      0 0000000000000000000000000000000000000000    40 drivers/roy/resources/input/roy_k2
         12863      1 8935ac5b752b6c3c4196219714558982fa8dc839     0 drivers/roy/resources/input/roy_k2/google_earth_legacy_bindings_roy_k2_controller.json
         11946      1 12e28a865850596e566991108aae141c65fbea35     0 drivers/roy/resources/input/roy_k2/in_death_legacy_bindings_roy_k2_controller.json
         12730      1 c481aaac5ce9cc6305f9e6c58682cdcdbfc2c03c     0 drivers/roy/resources/input/roy_k2/legacy_bindings_roy_k2_controller.json
