Content Manifest for Depot 250821 

Manifest ID / date     : 3024267640805984849 / 10/24/2023 21:28:47 
Total number of files  : 748 
Total number of chunks : 1567 
Total bytes on disk    : 1144308680 
Total bytes compressed : 359293216 


          Size Chunks File SHA                                 Flags Name
       2544448      3 d77ff5259f950903ab03a5a007723a3e0224037d     0 bin/vrclient.dll
          1450      1 cd63eff48525477cc6a69a1298e2f2d1c9b85b08     0 bin/vrclient.dll.sig
       4230976      5 c6aaaba11b5faff336834e1650dc3d99e5cf780d     0 bin/vrclient_x64.dll
          1450      1 f51f00dd8dc1eb4e5c4834dd6fbac1e390e2f6af     0 bin/vrclient_x64.dll.sig
       4087297      4 2c66fe4d6a3b0ff75e279a97cc19a5a7d7770ce9     0 bin/vrwebhelper/win64/cef.pak
        735887      1 b0115f21ca046cadb32a054294286e92870389b5     0 bin/vrwebhelper/win64/cef_100_percent.pak
        851636      1 98256cc271a281e687b3135bbda45a8e94264d8c     0 bin/vrwebhelper/win64/cef_200_percent.pak
       1801336      2 5be1e0c2b4a2f898832a4e6dee8c51ca5ad698a8     0 bin/vrwebhelper/win64/cef_extensions.pak
        671232      1 6b28b6dad9cf9e9037a13d7b1ddc40d5f479de30     0 bin/vrwebhelper/win64/chrome_elf.dll
       2106216      3 98be17e1d324790a5b206e1ea1cc4e64fbe21240     0 bin/vrwebhelper/win64/d3dcompiler_43.dll
       4346120      5 612e6f443d927330b9b8ac13cc4a2a6b959cee48     0 bin/vrwebhelper/win64/d3dcompiler_47.dll
       5888116      6 1ce1667b0c681edba6d3a91f7624b102479a67bd     0 bin/vrwebhelper/win64/devtools_resources.pak
        427008      1 816a5b4cd74b6679eecae14a3f8bf9c5786aea68     0 bin/vrwebhelper/win64/glew32.dll
      10245952     10 0161c874d50f245238b8683381b3c39ced4873f7     0 bin/vrwebhelper/win64/icudtl.dat
     107416576    103 92096486eb7e46a6f7e3f68a97a1e0248e8a44e8     0 bin/vrwebhelper/win64/libcef.dll
        110080      1 06db0df52b5fb37ae0287aa506ef11e3ee394f15     0 bin/vrwebhelper/win64/libEGL.dll
       5230080      5 0ddc3865f57e1282ad6151d94aea8af4bcd7fde5     0 bin/vrwebhelper/win64/libGLESv2.dll
             0      0 0000000000000000000000000000000000000000    40 bin/vrwebhelper/win64/locales
        304653      1 e5e810a0b734235d743231963960fc7133d2748f     0 bin/vrwebhelper/win64/locales/am.pak
        304527      1 1487b6e3fb89ef704ead27838fa5ab7a65401443     0 bin/vrwebhelper/win64/locales/ar.pak
        350522      1 cd0c18833739c42482aef4de8e03a26e3b177f76     0 bin/vrwebhelper/win64/locales/bg.pak
        452000      1 4620ac2e200f588b34c8ba3d21a00ed0dc48acd8     0 bin/vrwebhelper/win64/locales/bn.pak
        218254      1 3eb1eb1b53b5ff9cf317616136c7f4dd8da559c1     0 bin/vrwebhelper/win64/locales/ca.pak
        220876      1 fcbae9e00628ceda594e878932a2a9f8a6ea0ebd     0 bin/vrwebhelper/win64/locales/cs.pak
        198652      1 99576227526acf7039ce2f1056906ab084b56bd0     0 bin/vrwebhelper/win64/locales/da.pak
        216720      1 09bf330e4ac6d7334c38c211f471ea295266ec22     0 bin/vrwebhelper/win64/locales/de.pak
        384430      1 5e66cee2ea5c4cbd872ad58c1e88a03876781588     0 bin/vrwebhelper/win64/locales/el.pak
        178251      1 023a1e1fc2e98acfec9bb96ec8346df236ab3be9     0 bin/vrwebhelper/win64/locales/en-GB.pak
        179503      1 1d1b2748a8bf0d8770154960300180425a7f43e3     0 bin/vrwebhelper/win64/locales/en-US.pak
        214589      1 531252042fdc4499e993c011a30460f398d78779     0 bin/vrwebhelper/win64/locales/es-419.pak
        217944      1 996672c5a5739b06c4677c901c6aa5827c70acb0     0 bin/vrwebhelper/win64/locales/es.pak
        194182      1 0149c3fb7d11c70bbf04f3bf42317f8af4b0554f     0 bin/vrwebhelper/win64/locales/et.pak
        308460      1 ac20e9127debcec74ee5dd64317075ec1a79570c     0 bin/vrwebhelper/win64/locales/fa.pak
        200803      1 0c540fa64c32474be525a1cc96444e27be5014c7     0 bin/vrwebhelper/win64/locales/fi.pak
        220243      1 5c331c75dbb515540f8c30edac5b33eefde5d461     0 bin/vrwebhelper/win64/locales/fil.pak
        232464      1 1c01aad622f6d6fa8cca3952f5c18636799016f8     0 bin/vrwebhelper/win64/locales/fr.pak
        429062      1 c01e4829480b4be464470ab56e75152cc0354876     0 bin/vrwebhelper/win64/locales/gu.pak
        259259      1 5a373d41f197a4f590c25e8fdd1a4445c9da8eb2     0 bin/vrwebhelper/win64/locales/he.pak
        440230      1 9581786d5cc4d5da5ef2d3356a4c1faec24fc6b9     0 bin/vrwebhelper/win64/locales/hi.pak
        209356      1 55b86c389b31b08237e8f4cfa5eeb2cb5270a358     0 bin/vrwebhelper/win64/locales/hr.pak
        228533      1 7a6090cf9127e9cc66f7e167904572a11905016a     0 bin/vrwebhelper/win64/locales/hu.pak
        191974      1 c51c1dc3120d05c3142d2149fdfa8b00374146dc     0 bin/vrwebhelper/win64/locales/id.pak
        210346      1 7c9d18a9bbfb5532e022a3275b94d8d58179b901     0 bin/vrwebhelper/win64/locales/it.pak
        261015      1 bfe32787a90facf53fafd891491f8c1ecf287751     0 bin/vrwebhelper/win64/locales/ja.pak
        499636      1 e82cbf02350e6191a576fc9391c586d3677f0b33     0 bin/vrwebhelper/win64/locales/kn.pak
        218960      1 fee3e40e6f35b33209eab11b4d83f7a36b6387e1     0 bin/vrwebhelper/win64/locales/ko.pak
        225178      1 f6c8b8fd214d6842ef83eec850f9f56c3355d78b     0 bin/vrwebhelper/win64/locales/lt.pak
        224502      1 11c8f1f75ac632e5bb2c40a8bb7502c4c30410e7     0 bin/vrwebhelper/win64/locales/lv.pak
        540255      1 9e1596381823fd6f2f99e08be207504431e5d9b6     0 bin/vrwebhelper/win64/locales/ml.pak
        435522      1 cae6a7097158316b8b0296ac2b0d5c53d20e47fa     0 bin/vrwebhelper/win64/locales/mr.pak
        199053      1 8e9777d58a22943be08e5fa226c27684f5c34d2a     0 bin/vrwebhelper/win64/locales/ms.pak
        195999      1 0fe09970e7dfad368dce185a8f3dd220539265e6     0 bin/vrwebhelper/win64/locales/nb.pak
        205317      1 30c544adc2ac1e33968cea17fca3986ce672d584     0 bin/vrwebhelper/win64/locales/nl.pak
        217580      1 603acd8c581c03d9134117e221c98c2d29ed6f1a     0 bin/vrwebhelper/win64/locales/pl.pak
        211282      1 67566838aeec030a641d5b97d80a730a57127b63     0 bin/vrwebhelper/win64/locales/pt-BR.pak
        213478      1 212e6122c64fdd41b68a8ed464f226ba6d0e6ea5     0 bin/vrwebhelper/win64/locales/pt-PT.pak
        218969      1 48e1853ac347f5513ef1219e9ef716392cf40993     0 bin/vrwebhelper/win64/locales/ro.pak
        336565      1 efaaba04c770d269bdddd82cd3dc60b7c0d5566e     0 bin/vrwebhelper/win64/locales/ru.pak
        224871      1 c5c315ecd8c4722fbba9b2896fa2aeb24629b8ec     0 bin/vrwebhelper/win64/locales/sk.pak
        210846      1 1b3c8600118f49351576273ae55aa408b072eec4     0 bin/vrwebhelper/win64/locales/sl.pak
        328100      1 5ec88d3b5bb497e55bb75bfdf67f3e37a5e4f742     0 bin/vrwebhelper/win64/locales/sr.pak
        197142      1 b5fd292a3d9ebd3dd060e2f1ff3a197c1418b03a     0 bin/vrwebhelper/win64/locales/sv.pak
        201882      1 914c7f0d8fe09862e8cf217e9685dc3354290244     0 bin/vrwebhelper/win64/locales/sw.pak
        508047      1 9d10ed9f92acd7c696637cc7ab6098465335df4d     0 bin/vrwebhelper/win64/locales/ta.pak
        481227      1 cdf1ae263616d5e5ec863c85972e2e537c60bf5e     0 bin/vrwebhelper/win64/locales/te.pak
        409871      1 02ac485924793a5cd2c58f3cfadc508eb9218f46     0 bin/vrwebhelper/win64/locales/th.pak
        211124      1 95b65af11892c2662ea94da65ee4a92d1d146078     0 bin/vrwebhelper/win64/locales/tr.pak
        342835      1 4fb54ef1f02f60cc5d94a477ee9981c3831ab07c     0 bin/vrwebhelper/win64/locales/uk.pak
        243230      1 98fd9c33bd0a3ffc43c4e7894e893cff29b14fc4     0 bin/vrwebhelper/win64/locales/vi.pak
        182119      1 f1bb83eba88c933c42eb78a6f202a1cb11c8dd84     0 bin/vrwebhelper/win64/locales/zh-CN.pak
        182233      1 afd94e7be4522b0fe787dfc061eb77efe1c82cac     0 bin/vrwebhelper/win64/locales/zh-TW.pak
         92247      1 5860d98d47084650ace3847b956686df01a32d14     0 bin/vrwebhelper/win64/natives_blob.bin
        827712      1 eb324b51eb7915e22bd01fbfeb76526adcf896b0     0 bin/vrwebhelper/win64/openvr_api.dll
       1077200      2 3b54db23cb00cfeb385b223dab5834784752c352     0 bin/vrwebhelper/win64/SDL2.dll
        343008      1 8e3ffc8cfeb60cf17b2e7d8157a53e673b7edf04     0 bin/vrwebhelper/win64/snapshot_blob.bin
        250656      1 e77433094c56433685a68a4436e81b76c3b5e1f5     0 bin/vrwebhelper/win64/steam_api64.dll
             0      0 0000000000000000000000000000000000000000    40 bin/vrwebhelper/win64/swiftshader
        149504      1 3be3cfae6365b1d33fbdf2e217d70f0b33894b13     0 bin/vrwebhelper/win64/swiftshader/libEGL.dll
       2675200      3 b0091b9457708caf15eded239b13532758978338     0 bin/vrwebhelper/win64/swiftshader/libGLESv2.dll
        751192      1 a784eaa676ee2d74fb2ee60364d6fd4af0c842c9     0 bin/vrwebhelper/win64/v8_context_snapshot.bin
       1348416      2 c71c297e1c717aae34db26ef7363efd1d69c34fa     0 bin/vrwebhelper/win64/vrwebhelper.exe
          1450      1 452b3ebd67bfd83e4795b465e9893c90b19b6e89     0 bin/vrwebhelper/win64/vrwebhelper.exe.sig
             0      0 0000000000000000000000000000000000000000    40 bin/win32/audio
        163104      1 b687d48e4b63cc632dacc13dce5b6b153b7536d2     0 bin/win32/audio.dll
         45056      1 d374d6f141896b86a0e3b6ef208341e1ed970771     0 bin/win32/audio/qtaudio_windows.dll
        376096      1 d87f362c4ab51c0be44b626d2021223d22c3beee     0 bin/win32/crashhandler.dll
        391680      1 c569da03678bb5882b865bc5baf939f1da7202be     0 bin/win32/glew32.dll
      25338368     25 dd016be7444594c5e3773394d887a00bd491fb1d     0 bin/win32/icudt54.dll
       1576224      2 7a1aa5f7c93de8db8e1486ac32870b9eb68486fb     0 bin/win32/icui18n.dll
       2056704      2 f10dc15d4db5b9eb3501ebcb62cdbbd5b70aa0db     0 bin/win32/icuin54.dll
       1214240      2 43f604801117b0583dde283407fe6fc6ac4eb9a7     0 bin/win32/icuuc.dll
       1425408      2 646037efe371b911e791cdab50db257f1e8d525f     0 bin/win32/icuuc54.dll
             0      0 0000000000000000000000000000000000000000    40 bin/win32/imageformats
         38912      1 3708dbcf3f51c8a25f74dfa7fd89cc9a1509cb22     0 bin/win32/imageformats/qdds.dll
         97792      1 699044f75c44f5843eeaded3b30b57257e27ec02     0 bin/win32/imageformats/qddsd.dll
         25088      1 a7d0661ff07722ef31bb2871f6784bd2634f4e6b     0 bin/win32/imageformats/qgif.dll
         76800      1 4c79bacd9bfc8c434f22485350dc278daa3bc092     0 bin/win32/imageformats/qgifd.dll
         31744      1 ffd4f9d256677516aaedd0d846558cf9b7f6a6db     0 bin/win32/imageformats/qicns.dll
         99328      1 d422d6ed7b3a0c005e9ed8cb58b7c3ca9fafe65a     0 bin/win32/imageformats/qicnsd.dll
         25600      1 2e4e8d4c129ab172f2c7288d15c5bf421981c1c9     0 bin/win32/imageformats/qico.dll
         74240      1 fba46c4ba03123e9913423f33d97ff1077bb8842     0 bin/win32/imageformats/qicod.dll
        417792      1 c73d8aef0576bcd13dc3763eb262b8664b9cb14a     0 bin/win32/imageformats/qjp2.dll
        913920      1 124c53f51f057fb1f049a96bc8a004bc6f498de2     0 bin/win32/imageformats/qjp2d.dll
        245760      1 5aa65e5a35c4c9a68e92550a6b611c5014137afa     0 bin/win32/imageformats/qjpeg.dll
        438272      1 f190207d4048dbf5f61fe73f66d1c14028cdc8bf     0 bin/win32/imageformats/qjpegd.dll
        225280      1 cd4544c7c4b53b4e115c2fa4368849d978a4f86c     0 bin/win32/imageformats/qmng.dll
        504320      1 b602c4c2d29db982fa10f1bee1e578c5b8530bbb     0 bin/win32/imageformats/qmngd.dll
         19968      1 13eec5d6687b767848487251f73d88bff3294e6e     0 bin/win32/imageformats/qsvg.dll
         64512      1 282855abc8626ff77d028b382d921059f0c73e7f     0 bin/win32/imageformats/qsvgd.dll
         19968      1 de270cf010e2ec24ef47bcbb7f02628f60b88bbb     0 bin/win32/imageformats/qtga.dll
         64000      1 68a266222e552ab4d8c94429b8c7cd8a8eb60ffc     0 bin/win32/imageformats/qtgad.dll
        314880      1 2783aae0bdae74ee21574352100c3ac906d7541b     0 bin/win32/imageformats/qtiff.dll
        634368      1 512e15b870656932522113c239569a8a850b4e0c     0 bin/win32/imageformats/qtiffd.dll
         18944      1 f4b342b0869b3318cf29d7f2fe7b545979521923     0 bin/win32/imageformats/qwbmp.dll
         61952      1 bbad666c6cd641dd5b092b937752ec5b1e0972bd     0 bin/win32/imageformats/qwbmpd.dll
        318976      1 c3c23fa8ac94c8ecce8e750b1c38b996fe2f3d80     0 bin/win32/imageformats/qwebp.dll
        619008      1 d297187e57e8e9689649f60abe2c4ca7d9bbd112     0 bin/win32/imageformats/qwebpd.dll
       4574016      5 23d22bb155989544c08aeb6ca3bca6c35edacea9     0 bin/win32/imagetool.dll
          1450      1 bc49850b1fd3d05146b35fb928abcba79e571d16     0 bin/win32/imagetool.dll.sig
       2396672      3 1525c00138d226e58e0785d0dcb9efff5c21cd5d     0 bin/win32/libavcodec-56.dll
        479744      1 458464b431b5d23e2ac64ade16bb23c74f95cf19     0 bin/win32/libavformat-56.dll
        332800      1 8931fe6b4014838e4afa2db8de93d66e3a33ad44     0 bin/win32/libavresample-2.dll
        442880      1 7452fc1e41f56dd49fcf4a30e605e99bb4eb04aa     0 bin/win32/libavutil-54.dll
        485888      1 ef94900e250adccf79c2ab9fa2ed69838d559c76     0 bin/win32/libswscale-3.dll
        440320      1 e12800f2bf9e09e6ae9dda5ac2f4b775781993f2     0 bin/win32/mss32.dll
        421200      1 79bcaad3714433e01c7f153b05b781f8d7cb318d     0 bin/win32/msvcp100.dll
        773968      1 4e880fc7625ccf8d9ca799d5b94ce2b1e7597335     0 bin/win32/msvcr100.dll
        532800      1 845415f67f1264dedc92f919b37fc1f1a3bfc2de     0 bin/win32/nrfserlib.dll
          1450      1 0fe434ab153f3e95dcbb9ca863570bfbe6358dc0     0 bin/win32/nrfserlib.dll.sig
        629568      1 8423c2218fd1cfda37ca5ad3c30fb3adb852ec44     0 bin/win32/openvr_api.dll
        253248      1 56387ce103d3895ee6f17ffca4b59d02a2828486     0 bin/win32/overlay_viewer.exe
          1450      1 a377a086856eb803fca071dd5374584ed65173ed     0 bin/win32/overlay_viewer.exe.sig
             0      0 0000000000000000000000000000000000000000    40 bin/win32/platforms
         30208      1 e71f36e0924f4c2311d550adf2f0154f22a224f1     0 bin/win32/platforms/qminimal.dll
         79360      1 25135bdd09286e26d563d2a04b786fb32e2e1928     0 bin/win32/platforms/qminimald.dll
        534528      1 e4ff309a29f6f21d0fb75060db0752c7b80aecc9     0 bin/win32/platforms/qoffscreen.dll
        990720      1 202322baa0e27fb190e330ee2e80c14df899644e     0 bin/win32/platforms/qoffscreend.dll
        957952      1 6ffbbac31f907cbd557e8ea122d5477ef5c06817     0 bin/win32/platforms/qwindows.dll
       1951744      2 e0d07ef114db9d11350432101316d0bcec5e694e     0 bin/win32/platforms/qwindowsd.dll
       4557824      5 f438ff705a37e1f282af6d5da04149366fb1a467     0 bin/win32/Qt5Core.dll
       4874752      5 eb214dc41e6dceaa3251fcca97aca5a67adf19a7     0 bin/win32/Qt5Gui.dll
        561664      1 b031b0a38f056abed268f27826158242050759e2     0 bin/win32/Qt5Multimedia.dll
         87552      1 2aa58cbe048bcf237e49325872470fe4089b5f67     0 bin/win32/Qt5MultimediaWidgets.dll
       1823744      2 954037c5eeeccac62270b3ce20549a9190c3ae4b     0 bin/win32/Qt5Network.dll
        268288      1 c492c715f222642e3b856e73c5f30d127b9dd72a     0 bin/win32/Qt5OpenGL.dll
       4421120      5 2a76c864e396caec4ec4997ba77229f0558132d0     0 bin/win32/Qt5Widgets.dll
        143168      1 c4a70fb4fb6cd51137847395219e407a59bb9a97     0 bin/win32/removeusbhelper.exe
          1450      1 dd145a0954e9802b0b960ab660a55da20a555f2d     0 bin/win32/removeusbhelper.exe.sig
         35648      1 c8abb586355b58213d7bdecbdb1bab22539a1e8b     0 bin/win32/restarthelper.exe
          1450      1 97713b7323b44cd344ed97969ce385138ff98dbb     0 bin/win32/restarthelper.exe.sig
        898000      1 d3ee802766ee8a9e6666b30c5842deb667953c7b     0 bin/win32/SDL2.dll
        227616      1 07407c1bc2f3114042dbcfe8183b77f73e178be7     0 bin/win32/steam_api.dll
        278208      1 68fdbed948d51b909c405a4c5cbc9df05cfa5ad4     0 bin/win32/tier0_s.dll
        317216      1 b3a6e1cbd3cfb0159e69724e6abcbef2a0132f12     0 bin/win32/tier0_vr.dll
       4950304      5 b94701a8a994b6bd1c53873807477556ab3ef8c8     0 bin/win32/v8.dll
       2548512      3 45e7ecd243376d8a5888011d0806e612e6739e2f     0 bin/win32/video.dll
        268096      1 bfe3c2671d35c2ec2ce7c0633a653972b0ce20c3     0 bin/win32/vivelinklib.dll
          1450      1 59d48a538838dc4d87208efe4a8a57fe0be68dc1     0 bin/win32/vivelinklib.dll.sig
       2144208      3 e5c36e61aa510cb0d34515ee6a79fc2f653a811d     0 bin/win32/vrmonitor.exe
          1469      1 4bc4042b6c8e570eb66a8fbaf888b52e264a6492     0 bin/win32/vrmonitor.exe.sig
        620864      1 bb77d1e41317cfa7430ecc2ce14e3af0ff055092     0 bin/win32/vrpathreg.exe
          1450      1 a2b55b772abe95fa5c851f12ef611c21e48f2680     0 bin/win32/vrpathreg.exe.sig
         34624      1 d8768cb0c90347590a5831e12a54362f6416d58c     0 bin/win32/vrserverhelper.exe
          1450      1 17b9744c35f21147918b4fec8dbd2215eceb97c1     0 bin/win32/vrserverhelper.exe.sig
        166720      1 e994025cc3673ae79db5e99d25697ca9f550e6c4     0 bin/win32/vrstartup.exe
          1450      1 6402b97a4d3ad804e86d94d20820f5303404f13d     0 bin/win32/vrstartup.exe.sig
        170304      1 b18678be372bf14f73f2cc978958896f755c945f     0 bin/win32/vrurlhandler.exe
          1450      1 317c566195e96ab309c50d2fb4075d125535e53d     0 bin/win32/vrurlhandler.exe.sig
        266944      1 5d214815518e0825f432dbd77966653c9fdff479     0 bin/win32/vstdlib_s.dll
        317216      1 61e0847261ee822e041577ad93ea7fadf3713f84     0 bin/win32/vstdlib_vr.dll
             0      0 0000000000000000000000000000000000000000    40 bin/win64/audio
         55808      1 57905b22083b0b563880de5db63a91beef22062a     0 bin/win64/audio/qtaudio_windows.dll
        386472      1 6598c568bf38cbc498554546faa87ee90756eed8     0 bin/win64/crashhandler64.dll
             0      0 0000000000000000000000000000000000000000    40 bin/win64/imageformats
         48128      1 77c9f8441c9861ee4903b1a6c1f41bd546d96dfc     0 bin/win64/imageformats/qdds.dll
        127488      1 a1de09dc9cbd57f285b46aa844e77c2aeca729b1     0 bin/win64/imageformats/qddsd.dll
         32256      1 a514a076216d45fa96e28bf56a6cd9ead363aec9     0 bin/win64/imageformats/qgif.dll
        103936      1 b2eb2e0799137c552b6540935a3db04d354154d0     0 bin/win64/imageformats/qgifd.dll
         38912      1 40ec923edc5dd9e9347e2b6b11a5cf5b1126d1c5     0 bin/win64/imageformats/qicns.dll
        126976      1 eb474b2f3c7f43800a7a6dcccb6e59d1001b32c9     0 bin/win64/imageformats/qicnsd.dll
         31744      1 14287577a66b60d5512bc25b27078066cdc9c6fd     0 bin/win64/imageformats/qico.dll
         99328      1 db48443f773b22f54e6b5e8b8cdca938c764efb7     0 bin/win64/imageformats/qicod.dll
        459776      1 612508d469705875f91eb6c1e6f60a8681f504a2     0 bin/win64/imageformats/qjp2.dll
       1147392      2 45801e005f6340a1d6e16d5673cf3e0aa1586c42     0 bin/win64/imageformats/qjp2d.dll
        238080      1 0d78deacd92f902d15c69211932817d371c95793     0 bin/win64/imageformats/qjpeg.dll
        533504      1 87d15cef5a6b19c7f3dba58d82e8a3bd9761e736     0 bin/win64/imageformats/qjpegd.dll
        279552      1 621103de5aaec21370b511e91b1f9dd4c3dcbe2f     0 bin/win64/imageformats/qmng.dll
        671232      1 73fc6f9f185fb783a4491480d4102205954ecf8b     0 bin/win64/imageformats/qmngd.dll
         25088      1 748b43a75d62c2aa6c7d0c267f1dcc40050fc78f     0 bin/win64/imageformats/qsvg.dll
         86016      1 4ca5003b281bfc6089e0cd638393edbe5213cb47     0 bin/win64/imageformats/qsvgd.dll
         24576      1 fb3f4e0d138bb0d1fd1e5db7eac349f2a4d3d121     0 bin/win64/imageformats/qtga.dll
         86528      1 37b2be16efb3f074692dc181e86e2a23e94c2dd3     0 bin/win64/imageformats/qtgad.dll
        354816      1 06f05c0e0ae0dbc1097f4bad3fdb6ad68022e29f     0 bin/win64/imageformats/qtiff.dll
        775168      1 a923e691d083aa229836857d43d3b71243c253b2     0 bin/win64/imageformats/qtiffd.dll
         23552      1 2036b1740cb618d0e1118c2fcc39987bb3fafee7     0 bin/win64/imageformats/qwbmp.dll
         83456      1 2a22475e6f6d08a88b628eb183df9ff9446e310e     0 bin/win64/imageformats/qwbmpd.dll
        371712      1 dd614c6f6ca52c2bc56fb2ba084945d79be32ecf     0 bin/win64/imageformats/qwebp.dll
        793088      1 f97679079ee0243f5625dcb215e3a96eaf554f33     0 bin/win64/imageformats/qwebpd.dll
       5296448      6 d4fbbdab96982d7c126612e0bbab468a0d9e1967     0 bin/win64/imagetool.dll
          1450      1 ef74ab39f73032e672884539042c7f6437d2907b     0 bin/win64/imagetool.dll.sig
        608080      1 a0b6de44255ce7bfade9a5b559dd04f2972bfdc8     0 bin/win64/msvcp100.dll
        829264      1 50db750522b9630757f91b53df377fd4ed4e2d66     0 bin/win64/msvcr100.dll
        678720      1 71c615d9ce2b400643266c03e0278bb4c5b25716     0 bin/win64/nrfserlib.dll
          1450      1 5fce82bcbf8cc26a7d2f1e4c18683a59ca158e96     0 bin/win64/nrfserlib.dll.sig
        827712      1 eb324b51eb7915e22bd01fbfeb76526adcf896b0     0 bin/win64/openvr_api.dll
        404288      1 0d4bbecd0332bab313cc9f68b9f21b1217980817     0 bin/win64/openxr_loader.dll
             0      0 0000000000000000000000000000000000000000    40 bin/win64/platforms
         35328      1 2c902b10a86a0b2168c27818938abaccedfdad45     0 bin/win64/platforms/qminimal.dll
        102400      1 14e8774c04357ace3f3fd0acbf05cb311ab3824c     0 bin/win64/platforms/qminimald.dll
        647680      1 3cf48a716c490eca011a100964362afa52e8ad91     0 bin/win64/platforms/qoffscreen.dll
       1281024      2 17de51f09e2cacf5d698952d7a857a4d9f3c72c8     0 bin/win64/platforms/qoffscreend.dll
       1178112      2 12f3dd3d8438ec073ec413595e06e65a1b8903b5     0 bin/win64/platforms/qwindows.dll
       2510848      3 0c4d6e9bf3fe4c365c7fdef456aea4045cbda0fa     0 bin/win64/platforms/qwindowsd.dll
        652096      1 372ab2910070bf9a78cc01bc45f6a8ef0fa9775f     0 bin/win64/prism.dll
          1450      1 a222ba57d523de75f5ffe7ef4c6b9749d367b157     0 bin/win64/prism.dll.sig
       5677568      6 e0cec60a865631c64647497038398f8d4e031a93     0 bin/win64/Qt5Core.dll
       5945856      6 45c967a76971c309e3439635e64f00e86d3940e5     0 bin/win64/Qt5Gui.dll
        746496      1 e1f0c414c5863c520b7852c94a9ce2cf62e265da     0 bin/win64/Qt5Multimedia.dll
        106496      1 2099779994db6e64f4e322a8203a053c1108041b     0 bin/win64/Qt5MultimediaWidgets.dll
       2890752      3 4756cbe485af6b5cc09a22aa6b4100ee93bd8f0c     0 bin/win64/Qt5Network.dll
        327168      1 9daed7734d71dd3793ad658b7a402b011c906644     0 bin/win64/Qt5OpenGL.dll
       5520896      6 fdf9999635e1183208379342a2596a7f13708f23     0 bin/win64/Qt5Widgets.dll
        184640      1 f09cbe5c4ec5d031025b01fc8e04401761781283     0 bin/win64/removeusbhelper.exe
          1450      1 89f75bf5895e0d305d52edaa4a4eb071a73e72a9     0 bin/win64/removeusbhelper.exe.sig
         38720      1 1a6ad4d4afc112f0818ee17b1203b021ad4312b3     0 bin/win64/restarthelper.exe
