Content Manifest for Depot 250824

Manifest ID / date     : 8664273540174767858 / 11/21/2024 01:58:59
Total number of files  : 2676
Total number of chunks : 3070
Total bytes on disk    : 582391774
Total bytes compressed : 314035392

          Size Chunks File SHA                                 Flags Name
            12      1 121FFFD29A16127017CDD0CCF24BCA695CF3DC68     0 bin/version.txt
             0      0 0000000000000000000000000000000000000000    64 content/vrmonitor/demoloop
         34709      1 F7557B27D169B830A48321E3760E38E08E771172     0 content/vrmonitor/demoloop/card_aperture.png
         21464      1 B32CCAA0CD6D5D8B4ACBDB11EA0C28BFE2791D0D     0 content/vrmonitor/demoloop/card_archery.png
         26082      1 BE676EC2EA0D7982331E066AEEFF4829C6E59CC4     0 content/vrmonitor/demoloop/card_arizonasunshine.png
       8329050      8 A54523A08A08ECA4D5D29BD17C7118EEFB127AC1     0 content/vrmonitor/demoloop/card_googleearth.png
         31162      1 EEE8A5DFAF5B188D56D44A7417B29E38C36B1F32     0 content/vrmonitor/demoloop/card_jobsimulator.png
         25119      1 BB63BA7E89C750DC117765399781021036A6691D     0 content/vrmonitor/demoloop/card_quar.png
         18743      1 0A871E685E1699242460867B073F9CEF6C0C05D2     0 content/vrmonitor/demoloop/card_theblu.png
         19629      1 BCC608F225469FD95290C83B11ED56145FB86C93     0 content/vrmonitor/demoloop/card_tiltbrush.png
             0      0 0000000000000000000000000000000000000000    64 content/vrmonitor/icons
          4224      1 7E984CECD50119C6888C8B874F14B569CDABD643     0 content/vrmonitor/icons/about_steamvr.png
         18188      1 3A55FD1EF165E3BBB619F62CCBF02F42EBF5E68E     0 content/vrmonitor/icons/app_icon.png
          2971      1 A1ABA9466DC6F6E363BB74B4B38518B8DDA332D0     0 content/vrmonitor/icons/arrow_down.png
           167      1 1C98B2D175D8ACAB1F4C00C3DEEE78F28CABED4C     0 content/vrmonitor/icons/arrowsb_down.png
           178      1 1F75B7220DFBC6EB3F1BF26CD01183856CC81F3F     0 content/vrmonitor/icons/arrowsb_down_disabled.png
           172      1 705505B0B0A9F3EFBAD06446E356A9F0DEA5DE39     0 content/vrmonitor/icons/arrowsb_left.png
           186      1 8B634F32E4F49C126D0AED0461C850AFF17552AB     0 content/vrmonitor/icons/arrowsb_left_disabled.png
