Content Manifest for Depot 250831 

Manifest ID / date     : 4610675545635483043 / 05/28/2024 01:08:51 
Total number of files  : 99 
Total number of chunks : 383 
Total bytes on disk    : 342878509 
Total bytes compressed : 164701184 


          Size Chunks File SHA                                 Flags Name
       2591592      3 cef1a035e541f68ebf826d732d33b5ee5eef30f5     0 tools/steamvr_environments/game/bin/win64/animationsystem.dll
       5460840      6 81fcc823213b5dc2f53573d008a8e524cd4d89bc     0 tools/steamvr_environments/game/bin/win64/assetpreview.dll
        742400      1 7b6673d033d875347ac38f44c2b26fc6a6185f2b     0 tools/steamvr_environments/game/bin/win64/ati_compress_wrapper.dll
       2186088      3 01ca5cc02aed0adb72bc98670fe3171ecb2ec1b1     0 tools/steamvr_environments/game/bin/win64/bakedlodbuilder.dll
        197480      1 52f7bf820712a14f15e336fce9ba4df2846b0110     0 tools/steamvr_environments/game/bin/win64/bugreporter_filequeue.dll
       2526056      3 207321f1b449985b2d06ed50b989fa6259e4eb8e     0 tools/steamvr_environments/game/bin/win64/d3dcompiler_43.dll
       1907552      2 c28525d941f1db5169cd56839559a3e9c0bb0c13     0 tools/steamvr_environments/game/bin/win64/d3dcsx_43.dll
        511328      1 eecc2f4b2fe17d9d8b9e3abd7160503d10c0d14c     0 tools/steamvr_environments/game/bin/win64/d3dx10_43.dll
        276832      1 e35acb15ea52f6cd0587b4ca8da0486b859fd048     0 tools/steamvr_environments/game/bin/win64/d3dx11_43.dll
       2401112      3 2bf450850a522a09e8d1ce0f1e443d86d934f4ad     0 tools/steamvr_environments/game/bin/win64/d3dx9_43.dll
       1558912      2 4ef5d229709e40f3f84e46c3a28341eadbd1a044     0 tools/steamvr_environments/game/bin/win64/dbghelp.dll
      21566976     21 a58eec40719e34ec35d1c2ca5cb172a65492b42d     0 tools/steamvr_environments/game/bin/win64/embree3.dll
       5717352      6 7b5c83fe921f38a3b8c75ac15befc20c25c0ccda     0 tools/steamvr_environments/game/bin/win64/engine2.dll
       2400616      3 2d4bcd50790ffc60d15f6df9d724f70a4ef0ba4c     0 tools/steamvr_environments/game/bin/win64/environmentmapbuilder.dll
        334184      1 66e49ad1b4e35f2d5cd89f67f580b084d8d75b33     0 tools/steamvr_environments/game/bin/win64/filesystem_stdio.dll
        562024      1 7544c18ce19efb1e37cf3ae9633465234daa9719     0 tools/steamvr_environments/game/bin/win64/helpsystem.dll
       2703360      3 ab6dc3488b072a237f2a0d50686080f9346c24f1     0 tools/steamvr_environments/game/bin/win64/icui18n.dll
       2086400      2 ba613d36c4d4c4d6d98d51b80cf6e00bfb1cb48f     0 tools/steamvr_environments/game/bin/win64/icuuc.dll
        141160      1 8411ccb6d7cb5739cff0846f5c0047fe6614b7b8     0 tools/steamvr_environments/game/bin/win64/imemanager.dll
        168296      1 c1edcca32cbdc780fc7ed91ffa0400210d929e16     0 tools/steamvr_environments/game/bin/win64/inputsystem.dll
       6016512      6 661cd1b2184bc5ba44c1cab35f28b1188355ad1d     0 tools/steamvr_environments/game/bin/win64/libavcodec-57.dll
        774656      1 917462b49e2022a83c023997193d7d5b0ab07c45     0 tools/steamvr_environments/game/bin/win64/libavformat-57.dll
        387072      1 6a0988f9cf11433e05b79f956068d048ca762bc3     0 tools/steamvr_environments/game/bin/win64/libavresample-3.dll
        836096      1 2f3c0c3482daf8d37375252ef6b593478319c55a     0 tools/steamvr_environments/game/bin/win64/libavutil-55.dll
       8047912      8 97fcfec2f8ad44dbecefd309099adb813f6a579e     0 tools/steamvr_environments/game/bin/win64/libfbxsdk.dll
        481280      1 09d60d4f492dd87f367bb8e36ae3e0ca3ab4b58c     0 tools/steamvr_environments/game/bin/win64/libfontconfig-1.dll
       1058304      2 246012e4a804f87a25e86d6b3e4228b8d318a577     0 tools/steamvr_environments/game/bin/win64/libfreetype-6.dll
